EmployeeID,ShiftStart,TaskCategory,StartTime,EndTime,Duration_Hours,ShiftEnd
EMP0004,12:00,Email communication,12:44,13:13,0.47,21:00
EMP0004,12:00,Administrative,13:21,13:55,0.57,21:00
EMP0004,12:00,Meetings,14:01,15:36,1.6,21:00
EMP0004,12:00,Analyzing,15:43,16:52,1.13,21:00
EMP0004,12:00,Learning & Research,16:59,17:29,0.51,21:00
EMP0004,12:00,Planning,17:29,18:14,0.75,21:00
EMP0004,12:00,Team collaboration,18:18,19:02,0.74,21:00
EMP0004,12:00,Presentation,19:06,19:40,0.55,21:00
EMP0004,12:00,Meeting prep,19:47,20:05,0.31,21:00
EMP0004,12:00,Documenting,20:11,21:00,0.81,21:00
EMP0005,12:00,Email communication,12:00,12:28,0.48,21:00
EMP0005,12:00,Meetings,12:42,14:11,1.49,21:00
EMP0005,12:00,Administrative,14:24,15:00,0.59,21:00
EMP0005,12:00,Morning routine,15:13,15:42,0.49,21:00
EMP0005,12:00,Misc,15:43,15:59,0.26,21:00
EMP0005,12:00,Analyzing,15:59,17:04,1.09,21:00
EMP0005,12:00,Documenting,17:15,18:23,1.13,21:00
EMP0005,12:00,Team collaboration,18:32,19:10,0.63,21:00
EMP0005,12:00,Meeting prep,19:17,19:36,0.31,21:00
EMP0005,12:00,Learning & Research,19:38,20:08,0.51,21:00
EMP0005,12:00,Planning,20:11,21:00,0.8,21:00
EMP0006,12:00,Email communication,12:00,12:33,0.56,21:00
EMP0006,12:00,Administrative,12:42,13:12,0.51,21:00
EMP0006,12:00,Morning routine,13:17,13:45,0.45,21:00
EMP0006,12:00,Meetings,13:46,15:18,1.54,21:00
EMP0006,12:00,Meeting prep,15:20,15:41,0.36,21:00
EMP0006,12:00,Presentation,15:51,16:26,0.58,21:00
EMP0006,12:00,Analyzing,16:36,17:40,1.07,21:00
EMP0006,12:00,Team collaboration,17:43,18:18,0.59,21:00
EMP0006,12:00,Misc,18:24,18:38,0.24,21:00
EMP0006,12:00,Documenting,18:48,19:54,1.1,21:00
EMP0006,12:00,Learning & Research,19:58,20:31,0.54,21:00
EMP0006,12:00,Planning,20:41,21:00,0.31,21:00
EMP0007,12:00,Administrative,12:00,12:35,0.59,21:00
EMP0007,12:00,Email communication,12:39,13:09,0.51,21:00
EMP0007,12:00,Meetings,13:09,14:30,1.35,21:00
EMP0007,12:00,Morning routine,14:40,15:06,0.43,21:00
EMP0007,12:00,Planning,15:06,15:43,0.61,21:00
EMP0007,12:00,Misc,15:52,16:06,0.24,21:00
EMP0007,12:00,Presentation,16:12,16:39,0.45,21:00
EMP0007,12:00,Team collaboration,16:51,17:34,0.73,21:00
EMP0007,12:00,Analyzing,17:44,18:50,1.09,21:00
EMP0007,12:00,Meeting prep,18:58,19:18,0.34,21:00
EMP0007,12:00,Documenting,19:22,20:30,1.13,21:00
EMP0007,12:00,Learning & Research,20:32,21:00,0.46,21:00
EMP0008,12:00,Email communication,12:00,12:34,0.57,21:00
EMP0008,12:00,Meetings,12:46,14:00,1.24,21:00
EMP0008,12:00,Morning routine,14:01,14:35,0.57,21:00
EMP0008,12:00,Administrative,14:37,15:10,0.56,21:00
EMP0008,12:00,Planning,15:10,15:57,0.77,21:00
EMP0008,12:00,Learning & Research,16:07,16:38,0.53,21:00
EMP0008,12:00,Meeting prep,16:45,17:06,0.35,21:00
EMP0008,12:00,Team collaboration,17:21,18:06,0.74,21:00
EMP0008,12:00,Presentation,18:16,18:40,0.41,21:00
EMP0008,12:00,Analyzing,18:53,19:50,0.94,21:00
EMP0008,12:00,Misc,20:04,20:20,0.27,21:00
EMP0008,12:00,Documenting,20:30,21:00,0.49,21:00
EMP0009,10:00,Administrative,10:00,10:32,0.54,19:00
EMP0009,10:00,Meetings,10:38,12:23,1.76,19:00
EMP0009,10:00,Email communication,12:28,12:58,0.5,19:00
EMP0009,10:00,Morning routine,13:06,13:34,0.46,19:00
EMP0009,10:00,Meeting prep,13:47,14:07,0.34,19:00
EMP0009,10:00,Learning & Research,14:17,14:42,0.41,19:00
EMP0009,10:00,Misc,14:45,14:58,0.21,19:00
EMP0009,10:00,Presentation,15:00,15:34,0.57,19:00
EMP0009,10:00,Planning,15:39,16:29,0.84,19:00
EMP0009,10:00,Analyzing,16:41,17:45,1.07,19:00
EMP0009,10:00,Documenting,17:49,18:48,0.98,19:00
EMP0009,10:00,Team collaboration,18:51,19:00,0.14,19:00
EMP0010,10:00,Morning routine,10:00,10:24,0.42,19:00
EMP0010,10:00,Administrative,10:38,11:10,0.53,19:00
EMP0010,10:00,Meetings,11:23,12:47,1.4,19:00
EMP0010,10:00,Email communication,12:54,13:29,0.58,19:00
EMP0010,10:00,Team collaboration,13:44,14:21,0.62,19:00
EMP0010,10:00,Planning,14:26,15:04,0.63,19:00
EMP0010,10:00,Documenting,15:09,16:13,1.07,19:00
EMP0010,10:00,Misc,16:28,16:42,0.23,19:00
EMP0010,10:00,Learning & Research,16:53,17:19,0.43,19:00
EMP0010,10:00,Analyzing,17:19,18:22,1.05,19:00
EMP0010,10:00,Meeting prep,18:27,18:46,0.31,19:00
EMP0010,10:00,Presentation,18:50,19:00,0.16,19:00
EMP0011,12:00,Email communication,12:00,12:25,0.43,21:00
EMP0011,12:00,Morning routine,12:33,13:05,0.53,21:00
EMP0011,12:00,Administrative,13:19,13:48,0.49,21:00
EMP0011,12:00,Meetings,13:53,15:27,1.56,21:00
EMP0011,12:00,Meeting prep,15:40,15:59,0.31,21:00
EMP0011,12:00,Presentation,16:06,16:32,0.44,21:00
EMP0011,12:00,Learning & Research,16:39,17:12,0.56,21:00
EMP0011,12:00,Analyzing,17:17,18:11,0.89,21:00
EMP0011,12:00,Planning,18:23,19:13,0.85,21:00
EMP0011,12:00,Documenting,19:19,20:13,0.9,21:00
EMP0011,12:00,Misc,20:16,20:30,0.23,21:00
EMP0011,12:00,Team collaboration,20:43,21:00,0.27,21:00
EMP0012,12:00,Email communication,12:00,12:32,0.53,21:00
EMP0012,12:00,Meetings,12:38,14:09,1.52,21:00
EMP0012,12:00,Morning routine,14:15,14:43,0.48,21:00
EMP0012,12:00,Administrative,14:47,15:18,0.5,21:00
EMP0012,12:00,Analyzing,15:32,16:37,1.09,21:00
EMP0012,12:00,Team collaboration,16:51,17:40,0.82,21:00
EMP0012,12:00,Documenting,17:55,19:05,1.18,21:00
EMP0012,12:00,Presentation,19:09,19:38,0.47,21:00
EMP0012,12:00,Planning,19:53,20:30,0.61,21:00
EMP0012,12:00,Learning & Research,20:43,21:00,0.28,21:00
EMP0013,08:00,Email communication,08:00,08:32,0.55,17:00
EMP0013,08:00,Morning routine,08:41,09:10,0.48,17:00
EMP0013,08:00,Administrative,09:17,09:48,0.5,17:00
EMP0013,08:00,Meetings,09:50,11:22,1.54,17:00
EMP0013,08:00,Documenting,11:23,12:23,1,17:00
EMP0013,08:00,Team collaboration,12:25,13:06,0.69,17:00
EMP0013,08:00,Learning & Research,13:18,13:48,0.49,17:00
EMP0013,08:00,Analyzing,13:48,14:38,0.84,17:00
EMP0013,08:00,Meeting prep,14:41,14:58,0.28,17:00
EMP0013,08:00,Presentation,15:01,15:37,0.6,17:00
EMP0013,08:00,Misc,15:39,15:55,0.27,17:00
EMP0013,08:00,Planning,16:00,16:41,0.68,17:00
EMP0014,12:00,Administrative,12:00,12:27,0.46,21:00
EMP0014,12:00,Meetings,12:27,13:47,1.33,21:00
EMP0014,12:00,Email communication,14:02,14:30,0.47,21:00
EMP0014,12:00,Morning routine,14:44,15:17,0.56,21:00
EMP0014,12:00,Team collaboration,15:18,16:00,0.69,21:00
EMP0014,12:00,Misc,16:03,16:15,0.2,21:00
EMP0014,12:00,Planning,16:15,16:54,0.66,21:00
EMP0014,12:00,Learning & Research,16:54,17:21,0.44,21:00
EMP0014,12:00,Presentation,17:22,17:50,0.47,21:00
EMP0014,12:00,Documenting,17:57,18:47,0.83,21:00
EMP0014,12:00,Meeting prep,18:51,19:11,0.33,21:00
EMP0014,12:00,Analyzing,19:15,20:15,1.01,21:00
EMP0015,10:00,Email communication,10:00,10:32,0.54,19:00
EMP0015,10:00,Administrative,10:43,11:13,0.5,19:00
EMP0015,10:00,Morning routine,11:13,11:49,0.6,19:00
EMP0015,10:00,Meetings,11:55,13:14,1.32,19:00
EMP0015,10:00,Team collaboration,13:28,14:07,0.65,19:00
EMP0015,10:00,Documenting,14:19,15:28,1.14,19:00
EMP0015,10:00,Planning,15:30,16:23,0.89,19:00
EMP0015,10:00,Misc,16:30,16:42,0.2,19:00
EMP0015,10:00,Learning & Research,16:50,17:21,0.52,19:00
EMP0015,10:00,Meeting prep,17:28,17:43,0.25,19:00
EMP0015,10:00,Analyzing,17:45,18:50,1.09,19:00
EMP0016,08:00,Meetings,08:00,09:19,1.32,17:00
EMP0016,08:00,Administrative,09:24,09:57,0.55,17:00
EMP0016,08:00,Morning routine,09:58,10:32,0.56,17:00
EMP0016,08:00,Email communication,10:40,11:11,0.51,17:00
EMP0016,08:00,Planning,11:18,12:05,0.79,17:00
EMP0016,08:00,Presentation,12:14,12:49,0.59,17:00
EMP0016,08:00,Meeting prep,13:02,13:22,0.33,17:00
EMP0016,08:00,Documenting,13:28,14:35,1.13,17:00
EMP0016,08:00,Misc,14:39,14:52,0.21,17:00
EMP0016,08:00,Learning & Research,15:00,15:28,0.47,17:00
EMP0016,08:00,Analyzing,15:32,16:42,1.17,17:00
EMP0016,08:00,Team collaboration,16:43,17:00,0.27,17:00
EMP0017,10:00,Meetings,10:00,11:43,1.73,19:00
EMP0017,10:00,Morning routine,11:52,12:19,0.44,19:00
EMP0017,10:00,Email communication,12:30,13:06,0.6,19:00
EMP0017,10:00,Administrative,13:13,13:44,0.52,19:00
EMP0017,10:00,Misc,13:58,14:14,0.27,19:00
EMP0017,10:00,Meeting prep,14:21,14:40,0.32,19:00
EMP0017,10:00,Learning & Research,14:50,15:20,0.5,19:00
EMP0017,10:00,Presentation,15:28,16:02,0.56,19:00
EMP0017,10:00,Team collaboration,16:09,16:57,0.79,19:00
EMP0017,10:00,Analyzing,16:58,17:48,0.83,19:00
EMP0017,10:00,Documenting,18:00,18:58,0.98,19:00
EMP0018,10:00,Morning routine,10:00,10:32,0.55,19:00
EMP0018,10:00,Meetings,10:44,12:11,1.45,19:00
EMP0018,10:00,Email communication,12:11,12:43,0.53,19:00
EMP0018,10:00,Administrative,12:55,13:23,0.47,19:00
EMP0018,10:00,Analyzing,13:35,14:33,0.97,19:00
EMP0018,10:00,Presentation,14:42,15:09,0.45,19:00
EMP0018,10:00,Team collaboration,15:14,15:59,0.75,19:00
EMP0018,10:00,Planning,15:59,16:51,0.87,19:00
EMP0018,10:00,Meeting prep,16:55,17:11,0.27,19:00
EMP0018,10:00,Documenting,17:11,18:20,1.16,19:00
EMP0018,10:00,Misc,18:25,18:43,0.29,19:00
EMP0018,10:00,Learning & Research,18:53,19:00,0.11,19:00
EMP0019,10:00,Email communication,10:00,10:27,0.45,19:00
EMP0019,10:00,Meetings,10:34,12:11,1.63,19:00
EMP0019,10:00,Morning routine,12:14,12:49,0.58,19:00
EMP0019,10:00,Administrative,12:58,13:34,0.6,19:00
EMP0019,10:00,Learning & Research,13:44,14:16,0.53,19:00
EMP0019,10:00,Misc,14:20,14:32,0.2,19:00
EMP0019,10:00,Team collaboration,14:45,15:33,0.79,19:00
EMP0019,10:00,Documenting,15:46,16:43,0.95,19:00
EMP0019,10:00,Planning,16:53,17:36,0.72,19:00
EMP0019,10:00,Analyzing,17:38,18:46,1.14,19:00
EMP0019,10:00,Presentation,18:49,19:00,0.17,19:00
EMP0020,08:00,Administrative,08:00,08:27,0.46,17:00
EMP0020,08:00,Morning routine,08:27,08:58,0.52,17:00
EMP0020,08:00,Meetings,09:10,10:28,1.29,17:00
EMP0020,08:00,Email communication,10:30,11:01,0.53,17:00
EMP0020,08:00,Learning & Research,11:12,11:42,0.49,17:00
EMP0020,08:00,Planning,11:54,12:41,0.79,17:00
EMP0020,08:00,Analyzing,12:47,13:45,0.97,17:00
EMP0020,08:00,Documenting,13:59,15:03,1.06,17:00
EMP0020,08:00,Misc,15:04,15:16,0.2,17:00
EMP0020,08:00,Presentation,15:16,15:50,0.57,17:00
EMP0020,08:00,Meeting prep,15:58,16:17,0.31,17:00
EMP0020,08:00,Team collaboration,16:31,17:00,0.48,17:00
EMP0021,12:00,Meetings,12:00,13:39,1.66,21:00
EMP0021,12:00,Email communication,13:40,14:13,0.55,21:00
EMP0021,12:00,Administrative,14:23,14:54,0.51,21:00
EMP0021,12:00,Morning routine,15:06,15:37,0.52,21:00
EMP0021,12:00,Presentation,15:45,16:13,0.46,21:00
EMP0021,12:00,Planning,16:28,17:09,0.68,21:00
EMP0021,12:00,Learning & Research,17:16,17:41,0.43,21:00
EMP0021,12:00,Meeting prep,17:55,18:13,0.3,21:00
EMP0021,12:00,Misc,18:22,18:36,0.23,21:00
EMP0021,12:00,Documenting,18:42,19:51,1.16,21:00
EMP0021,12:00,Analyzing,20:04,20:54,0.83,21:00
EMP0022,12:00,Morning routine,12:00,12:35,0.59,21:00
EMP0022,12:00,Meetings,12:47,14:15,1.47,21:00
EMP0022,12:00,Administrative,14:30,15:02,0.53,21:00
EMP0022,12:00,Email communication,15:13,15:40,0.46,21:00
EMP0022,12:00,Learning & Research,15:55,16:27,0.53,21:00
EMP0022,12:00,Planning,16:35,17:15,0.66,21:00
EMP0022,12:00,Meeting prep,17:17,17:34,0.28,21:00
EMP0022,12:00,Presentation,17:36,18:07,0.53,21:00
EMP0022,12:00,Misc,18:13,18:26,0.2,21:00
EMP0022,12:00,Team collaboration,18:31,19:15,0.73,21:00
EMP0022,12:00,Documenting,19:20,20:27,1.13,21:00
EMP0022,12:00,Analyzing,20:39,21:00,0.34,21:00
EMP0023,08:00,Administrative,08:00,08:27,0.47,17:00
EMP0023,08:00,Meetings,08:42,09:56,1.23,17:00
EMP0023,08:00,Morning routine,10:04,10:36,0.52,17:00
EMP0023,08:00,Email communication,10:45,11:19,0.57,17:00
EMP0023,08:00,Misc,11:32,11:45,0.22,17:00
EMP0023,08:00,Analyzing,11:51,12:48,0.95,17:00
EMP0023,08:00,Team collaboration,12:50,13:25,0.58,17:00
EMP0023,08:00,Documenting,13:28,14:27,0.98,17:00
EMP0023,08:00,Planning,14:28,15:21,0.89,17:00
EMP0023,08:00,Presentation,15:22,15:54,0.54,17:00
EMP0023,08:00,Meeting prep,15:57,16:15,0.3,17:00
EMP0023,08:00,Learning & Research,16:30,16:56,0.43,17:00
EMP0024,12:00,Administrative,12:00,12:28,0.47,21:00
EMP0024,12:00,Morning routine,12:32,13:06,0.58,21:00
EMP0024,12:00,Email communication,13:08,13:43,0.58,21:00
EMP0024,12:00,Meetings,13:52,15:32,1.66,21:00
EMP0024,12:00,Learning & Research,15:43,16:14,0.52,21:00
EMP0024,12:00,Planning,16:19,17:01,0.7,21:00
EMP0024,12:00,Misc,17:08,17:21,0.23,21:00
EMP0024,12:00,Presentation,17:33,18:02,0.47,21:00
EMP0024,12:00,Meeting prep,18:17,18:33,0.28,21:00
EMP0024,12:00,Documenting,18:48,19:59,1.17,21:00
EMP0024,12:00,Team collaboration,20:11,20:57,0.78,21:00
EMP0025,12:00,Administrative,12:00,12:32,0.55,21:00
EMP0025,12:00,Meetings,12:40,14:28,1.8,21:00
EMP0025,12:00,Morning routine,14:40,15:13,0.55,21:00
EMP0025,12:00,Email communication,15:16,15:45,0.48,21:00
EMP0025,12:00,Misc,15:48,16:00,0.21,21:00
EMP0025,12:00,Presentation,16:07,16:33,0.43,21:00
EMP0025,12:00,Planning,16:41,17:32,0.85,21:00
EMP0025,12:00,Meeting prep,17:40,17:56,0.27,21:00
EMP0025,12:00,Team collaboration,17:58,18:40,0.7,21:00
EMP0025,12:00,Learning & Research,18:40,19:14,0.57,21:00
EMP0025,12:00,Analyzing,19:15,20:23,1.13,21:00
EMP0025,12:00,Documenting,20:36,21:00,0.39,21:00
EMP0026,12:00,Administrative,12:00,12:29,0.48,21:00
EMP0026,12:00,Email communication,12:41,13:10,0.5,21:00
EMP0026,12:00,Morning routine,13:20,13:54,0.56,21:00
EMP0026,12:00,Meetings,14:05,15:50,1.74,21:00
EMP0026,12:00,Team collaboration,16:03,16:52,0.83,21:00
EMP0026,12:00,Misc,16:53,17:08,0.25,21:00
EMP0026,12:00,Analyzing,17:13,18:24,1.17,21:00
EMP0026,12:00,Documenting,18:27,19:30,1.06,21:00
EMP0026,12:00,Presentation,19:37,20:08,0.51,21:00
EMP0026,12:00,Meeting prep,20:17,20:36,0.32,21:00
EMP0026,12:00,Planning,20:49,21:00,0.18,21:00
EMP0027,12:00,Meetings,12:00,13:22,1.37,21:00
EMP0027,12:00,Morning routine,13:33,14:01,0.47,21:00
EMP0027,12:00,Email communication,14:14,14:41,0.45,21:00
EMP0027,12:00,Administrative,14:51,15:19,0.47,21:00
EMP0027,12:00,Learning & Research,15:33,16:02,0.48,21:00
EMP0027,12:00,Analyzing,16:08,17:06,0.97,21:00
EMP0027,12:00,Presentation,17:16,17:46,0.5,21:00
EMP0027,12:00,Misc,18:01,18:19,0.3,21:00
EMP0027,12:00,Planning,18:20,19:12,0.87,21:00
EMP0027,12:00,Meeting prep,19:13,19:33,0.34,21:00
EMP0027,12:00,Documenting,19:39,20:30,0.85,21:00
EMP0027,12:00,Team collaboration,20:42,21:00,0.29,21:00
EMP0028,08:00,Administrative,08:00,08:33,0.56,17:00
EMP0028,08:00,Meetings,08:42,10:00,1.3,17:00
EMP0028,08:00,Email communication,10:13,10:48,0.6,17:00
EMP0028,08:00,Morning routine,10:57,11:24,0.45,17:00
EMP0028,08:00,Team collaboration,11:31,12:20,0.81,17:00
EMP0028,08:00,Analyzing,12:28,13:32,1.07,17:00
EMP0028,08:00,Documenting,13:37,14:44,1.12,17:00
EMP0028,08:00,Misc,14:59,15:17,0.29,17:00
EMP0028,08:00,Learning & Research,15:28,15:55,0.46,17:00
EMP0028,08:00,Meeting prep,16:01,16:21,0.33,17:00
EMP0028,08:00,Planning,16:29,17:00,0.51,17:00
EMP0029,12:00,Morning routine,12:00,12:30,0.51,21:00
EMP0029,12:00,Email communication,12:39,13:07,0.47,21:00
EMP0029,12:00,Administrative,13:15,13:47,0.53,21:00
EMP0029,12:00,Meetings,13:47,15:27,1.67,21:00
EMP0029,12:00,Analyzing,15:40,16:48,1.14,21:00
EMP0029,12:00,Meeting prep,16:51,17:12,0.35,21:00
EMP0029,12:00,Misc,17:18,17:35,0.28,21:00
EMP0029,12:00,Presentation,17:42,18:08,0.44,21:00
EMP0029,12:00,Planning,18:10,18:46,0.6,21:00
EMP0029,12:00,Team collaboration,18:59,19:49,0.82,21:00
EMP0029,12:00,Documenting,19:56,20:50,0.9,21:00
EMP0030,10:00,Administrative,10:00,10:32,0.55,19:00
EMP0030,10:00,Meetings,10:46,12:21,1.58,19:00
EMP0030,10:00,Morning routine,12:21,12:49,0.47,19:00
EMP0030,10:00,Email communication,13:01,13:28,0.45,19:00
EMP0030,10:00,Planning,13:29,14:08,0.65,19:00
EMP0030,10:00,Documenting,14:19,15:31,1.19,19:00
EMP0030,10:00,Presentation,15:46,16:16,0.5,19:00
EMP0030,10:00,Meeting prep,16:27,16:48,0.35,19:00
EMP0030,10:00,Analyzing,16:51,17:47,0.94,19:00
EMP0030,10:00,Learning & Research,17:54,18:21,0.45,19:00
EMP0030,10:00,Team collaboration,18:26,19:00,0.55,19:00
EMP0031,10:00,Meetings,10:00,11:34,1.58,19:00
EMP0031,10:00,Morning routine,11:34,12:04,0.5,19:00
EMP0031,10:00,Administrative,12:06,12:34,0.47,19:00
EMP0031,10:00,Email communication,12:45,13:20,0.58,19:00
EMP0031,10:00,Planning,13:30,14:19,0.82,19:00
EMP0031,10:00,Meeting prep,14:27,14:44,0.28,19:00
EMP0031,10:00,Learning & Research,14:59,15:35,0.59,19:00
EMP0031,10:00,Misc,15:50,16:05,0.25,19:00
EMP0031,10:00,Presentation,16:05,16:30,0.42,19:00
EMP0031,10:00,Analyzing,16:38,17:34,0.93,19:00
EMP0031,10:00,Team collaboration,17:36,18:10,0.58,19:00
EMP0031,10:00,Documenting,18:13,19:00,0.77,19:00
EMP0032,08:00,Email communication,08:00,08:30,0.51,17:00
EMP0032,08:00,Morning routine,08:39,09:06,0.44,17:00
EMP0032,08:00,Meetings,09:15,11:02,1.79,17:00
EMP0032,08:00,Administrative,11:08,11:33,0.41,17:00
EMP0032,08:00,Presentation,11:35,12:07,0.55,17:00
EMP0032,08:00,Analyzing,12:10,13:14,1.06,17:00
EMP0032,08:00,Team collaboration,13:29,14:04,0.59,17:00
EMP0032,08:00,Misc,14:15,14:32,0.27,17:00
EMP0032,08:00,Documenting,14:46,15:38,0.88,17:00
EMP0032,08:00,Planning,15:49,16:30,0.68,17:00
EMP0032,08:00,Meeting prep,16:38,16:55,0.27,17:00
EMP0032,08:00,Learning & Research,16:57,17:00,0.05,17:00
EMP0033,08:00,Meetings,08:00,09:30,1.5,17:00
EMP0033,08:00,Email communication,09:40,10:11,0.52,17:00
EMP0033,08:00,Administrative,10:11,10:46,0.59,17:00
EMP0033,08:00,Morning routine,10:59,11:35,0.59,17:00
EMP0033,08:00,Team collaboration,11:40,12:29,0.83,17:00
EMP0033,08:00,Presentation,12:34,13:00,0.42,17:00
EMP0033,08:00,Planning,13:12,13:54,0.7,17:00
EMP0033,08:00,Misc,14:00,14:18,0.3,17:00
EMP0033,08:00,Documenting,14:23,15:28,1.08,17:00
EMP0033,08:00,Analyzing,15:35,16:45,1.17,17:00
EMP0033,08:00,Meeting prep,16:52,17:00,0.12,17:00
EMP0034,12:00,Email communication,12:00,12:35,0.59,21:00
EMP0034,12:00,Administrative,12:43,13:09,0.43,21:00
EMP0034,12:00,Morning routine,13:10,13:36,0.43,21:00
EMP0034,12:00,Meetings,13:36,14:50,1.23,21:00
EMP0034,12:00,Documenting,14:51,16:02,1.19,21:00
EMP0034,12:00,Presentation,16:05,16:39,0.57,21:00
EMP0034,12:00,Meeting prep,16:53,17:15,0.36,21:00
EMP0034,12:00,Planning,17:18,17:59,0.69,21:00
EMP0034,12:00,Team collaboration,18:02,18:40,0.64,21:00
EMP0034,12:00,Misc,18:50,19:03,0.23,21:00
EMP0034,12:00,Analyzing,19:15,20:09,0.89,21:00
EMP0034,12:00,Learning & Research,20:23,20:58,0.58,21:00
EMP0035,08:00,Meetings,08:00,09:15,1.27,17:00
EMP0035,08:00,Email communication,09:18,09:47,0.48,17:00
EMP0035,08:00,Administrative,09:54,10:26,0.53,17:00
EMP0035,08:00,Morning routine,10:33,11:08,0.58,17:00
EMP0035,08:00,Planning,11:16,11:55,0.66,17:00
EMP0035,08:00,Documenting,12:06,13:12,1.09,17:00
EMP0035,08:00,Meeting prep,13:21,13:38,0.29,17:00
EMP0035,08:00,Misc,13:38,13:55,0.29,17:00
EMP0035,08:00,Presentation,14:06,14:34,0.46,17:00
EMP0035,08:00,Learning & Research,14:48,15:23,0.58,17:00
EMP0035,08:00,Team collaboration,15:26,16:02,0.61,17:00
EMP0035,08:00,Analyzing,16:12,17:00,0.79,17:00
EMP0036,12:00,Morning routine,12:00,12:30,0.5,21:00
EMP0036,12:00,Email communication,12:38,13:12,0.57,21:00
EMP0036,12:00,Meetings,13:24,14:37,1.22,21:00
EMP0036,12:00,Administrative,14:42,15:10,0.47,21:00
EMP0036,12:00,Documenting,15:23,16:29,1.11,21:00
EMP0036,12:00,Meeting prep,16:30,16:48,0.29,21:00
EMP0036,12:00,Planning,16:57,17:33,0.61,21:00
EMP0036,12:00,Learning & Research,17:34,18:04,0.49,21:00
EMP0036,12:00,Presentation,18:17,18:47,0.5,21:00
EMP0036,12:00,Analyzing,18:49,19:53,1.06,21:00
EMP0036,12:00,Team collaboration,20:07,20:40,0.56,21:00
EMP0036,12:00,Misc,20:49,21:00,0.17,21:00
EMP0037,08:00,Meetings,08:00,09:20,1.34,17:00
EMP0037,08:00,Email communication,09:28,09:57,0.49,17:00
EMP0037,08:00,Administrative,10:04,10:30,0.42,17:00
EMP0037,08:00,Morning routine,10:38,11:10,0.54,17:00
EMP0037,08:00,Analyzing,11:24,12:23,0.98,17:00
EMP0037,08:00,Misc,12:30,12:42,0.2,17:00
EMP0037,08:00,Team collaboration,12:43,13:22,0.65,17:00
EMP0037,08:00,Documenting,13:29,14:40,1.18,17:00
EMP0037,08:00,Meeting prep,14:46,15:03,0.29,17:00
EMP0037,08:00,Presentation,15:16,15:43,0.44,17:00
EMP0037,08:00,Planning,15:55,16:37,0.7,17:00
EMP0037,08:00,Learning & Research,16:46,17:00,0.22,17:00
EMP0038,08:00,Morning routine,08:00,08:34,0.58,17:00
EMP0038,08:00,Administrative,08:41,09:08,0.44,17:00
EMP0038,08:00,Meetings,09:11,10:28,1.28,17:00
EMP0038,08:00,Email communication,10:34,11:08,0.57,17:00
EMP0038,08:00,Analyzing,11:09,12:04,0.91,17:00
EMP0038,08:00,Presentation,12:04,12:37,0.55,17:00
EMP0038,08:00,Misc,12:47,13:01,0.23,17:00
EMP0038,08:00,Documenting,13:13,14:23,1.17,17:00
EMP0038,08:00,Meeting prep,14:27,14:48,0.35,17:00
EMP0038,08:00,Team collaboration,14:53,15:37,0.74,17:00
EMP0038,08:00,Learning & Research,15:49,16:14,0.41,17:00
EMP0038,08:00,Planning,16:26,17:00,0.56,17:00
EMP0039,10:00,Administrative,10:00,10:33,0.56,19:00
